Segment,Balance,logBalance,NumProducts,DigitalUsage,Tenure,FeeIncrease,Complaints,Delinquency_30d,CreditUtilization,InterestRateDiff,Churn
HighValue,4632.532313026964,8.44107477478617,2,0,17,0,0,0,0.30230276528270095,0.5735570229925525,0
MidValue,7382.75588524804,8.907037715675203,2,1,61,0,0,0,0.2452954610215128,0.28434916418838085,0
MidValue,4982.900845562132,8.513968165719255,1,0,18,0,0,0,0.16186272138711844,0.7464121139755027,0
HighValue,5035.016599510921,8.524370691328567,4,0,78,0,1,0,0.13920322950296488,0.6897283571363824,0
MidValue,4247.279879955955,8.354269445863489,2,0,8,0,1,0,0.11996232600547181,0.3185552268238867,0
LowValue,6684.320162242783,8.807669381020908,1,1,96,0,1,0,0.12016055834720467,0.7273783628568233,0
LowValue,2977.629914297144,7.9992187134743045,1,1,10,0,0,0,0.47674227110671435,0.28065398490829235,0
MidValue,6159.5239840473505,8.725917115255319,3,0,72,0,0,0,0.32216173905624906,0.2759587395572847,0
MidValue,4458.608329782937,8.402816222723526,3,1,102,0,1,0,0.1081474545057846,0.33832400477434926,0
MidValue,3219.266467329834,8.077219388943686,4,1,37,0,0,0,0.5228360894265868,0.611721638419418,0
LowValue,5315.144310823434,8.578503565970212,2,0,41,1,1,0,0.12774647884559498,0.43902466069571716,1
MidValue,3688.8029479551687,8.21332833397049,2,1,90,0,0,0,0.06570067419532323,0.5034783400447955,0
MidValue,6997.241430149806,8.853414172211036,4,1,39,0,0,0,0.2493904362479337,0.2632811332093348,0
MidValue,4142.506176342639,8.329297610898012,1,1,66,0,0,0,0.45256044124022465,0.06361629080351333,0
LowValue,3318.238345750199,8.107490621660471,2,1,117,0,1,0,0.36460030660736503,0.07624415021344977,0
LowValue,3139.000605942347,8.05197827187755,3,1,104,0,0,0,0.2030997960901793,0.6773284717938,0
MidValue,7347.95432508761,8.902313313390168,1,1,61,0,0,0,0.5063268263619239,0.09603824246731474,0
MidValue,5326.63788679159,8.580663245719787,4,1,102,0,1,0,0.2635696311746912,0.7540202841713716,0
HighValue,4295.516868178358,8.365559942773352,4,1,7,0,0,0,0.2123268737721076,0.22072889106428106,0
HighValue,6042.886161282858,8.706802488219031,3,0,106,1,0,0,0.22652186077861894,0.14782162873712018,0
LowValue,4917.28793004283,8.500715767228062,4,1,51,0,0,0,0.05889133020274293,0.16308439035991568,0
MidValue,4937.635396091101,8.504844336412797,4,0,95,0,2,0,0.37119639821024314,0.5058344963161892,0
MidValue,6486.945629779397,8.777701215639821,4,0,105,0,0,0,0.17344499674286942,0.1276362759834595,0
LowValue,6119.803679960294,8.719448687139572,3,0,43,0,0,0,0.26753573904907263,1.214010362579958,0
MidValue,2584.2254070534354,7.857567981227433,2,1,96,0,0,0,0.058778482514348626,0.0,0
LowValue,5086.778986390321,8.534596665867042,3,0,6,1,0,0,0.1147356948276786,0.6625183803686172,0
HighValue,6326.562500299677,8.752670369936624,2,1,64,0,0,0,0.19911392433000655,0.7485693990688946,0
LowValue,5492.501502252228,8.611321127600847,2,0,74,0,0,0,0.19185573164479053,0.0,0
MidValue,5240.972158850997,8.564453072700037,1,1,27,0,0,0,0.10670808635093519,0.4208549673677282,0
MidValue,1867.653942178556,7.53297363363916,4,1,26,0,0,0,0.19401223519044497,0.5052821799067454,0
MidValue,6632.983084999239,8.799960669759889,4,1,70,1,1,0,0.1202161240456597,0.6925271963042252,0
HighValue,3971.705486685205,8.287202624369526,1,1,87,0,1,0,0.4226551840638376,1.1578268847944306,0
LowValue,5036.748199449668,8.52471447540341,1,1,80,0,0,0,0.21243082971552774,0.4285759041515113,0
MidValue,6290.9597186802275,8.747027862167883,1,1,21,0,0,0,0.2014521595045353,0.7158595495495952,0
MidValue,6626.942254707561,8.799049666183148,4,1,118,0,0,0,0.14010981680299753,0.07613822090291461,0
HighValue,3839.8519245818507,8.25344947633537,2,0,16,1,0,0,0.356952902071837,0.41568018325917966,0
MidValue,5665.059387933221,8.642249161792154,3,1,13,0,0,0,0.23218461117203135,0.8406970637171247,0
HighValue,4367.6031834183,8.382198599332915,2,0,39,0,0,0,0.03802936822882187,0.3413400375079062,1
LowValue,4899.424127044455,8.497077036892602,3,1,94,0,0,0,0.3670331112513806,0.5445694918859262,0
MidValue,5144.497895005383,8.545877416181783,4,0,50,1,0,0,0.5044275414480507,0.39139757894154203,0
LowValue,6670.694022186393,8.805629083002927,4,1,53,0,0,0,0.5785478524965939,0.6269879960868644,0
HighValue,4343.769688926592,8.37672803029384,2,0,22,1,1,0,0.4435253371740701,0.2622903731000418,1
LowValue,7454.689869096741,8.916732760690353,4,1,112,0,1,1,0.12277469673811821,0.5939165814057543,0
MidValue,5563.754479902826,8.624208144120546,3,0,19,1,0,0,0.1848979555641715,0.3569753725091225,0
MidValue,1520.3371822191684,7.327344952253142,4,1,45,0,1,0,0.3034655344172415,0.23539545409423168,0
HighValue,4958.909327538473,8.509142738813667,4,0,15,0,0,0,0.41055163721755594,0.6059932646642403,1
HighValue,2452.6104672482506,7.805315878868645,3,1,49,0,0,0,0.637292144846254,0.7631555678558636,0
HighValue,5544.9956518596955,8.620831442161657,1,1,76,0,0,0,0.1348389684915303,0.47125950443778464,0
MidValue,5036.246058454069,8.524614794751857,2,1,90,0,1,0,0.23639972318785638,0.73869250631367,0
MidValue,5053.118889935823,8.527958811600191,2,0,58,0,1,0,0.27999602748600616,0.37682790221000656,0
HighValue,8375.688810833533,9.03320798541958,1,0,5,0,0,0,0.4016124860037971,0.0,0
HighValue,4442.490453007021,8.399195484646238,3,0,99,0,0,0,0.2378929943202383,0.8710681659424053,0
HighValue,5671.214477656832,8.643334880906227,2,0,41,0,0,0,0.21667170659732263,0.268822228531167,1
HighValue,9744.312397813494,9.184541668668833,1,0,8,0,1,0,0.14062312512273223,0.6350725991441055,1
MidValue,6707.436418466503,8.811121180228513,2,0,43,0,1,0,0.5363734909605413,0.23951780426582558,0
LowValue,5480.436935581991,8.609122560092104,3,1,29,0,0,0,0.36141594488186873,0.31759314540247663,0
LowValue,5801.3210663124255,8.666013300329281,4,1,68,1,1,1,0.24465156895825144,0.0,0
MidValue,4770.589283723411,8.470434711559728,4,0,15,0,1,0,0.13785631630456333,0.7275340791173286,0
LowValue,6313.511889375581,8.750605737953338,3,0,108,0,0,0,0.3725093564119791,1.1266309572268711,0
MidValue,3285.9183480776837,8.097705732490965,3,1,82,0,0,0,0.537488697254929,0.7076436175127572,1
HighValue,5303.135360853754,8.57624205206301,1,0,64,0,0,1,0.05092402643165101,0.2029395938696968,0
MidValue,3974.672207950989,8.28794912170962,3,1,26,0,3,0,0.12252842897344912,0.7694643385943593,0
MidValue,5768.794396093678,8.660391725607937,3,0,119,1,0,0,0.5356136179117886,0.23617257951953607,1
MidValue,7055.362186108325,8.861684926600047,2,1,20,0,0,0,0.17281205183991635,0.8747222188302359,0
MidValue,3076.8855692299458,8.031998136719421,1,0,17,0,1,0,0.24166040169129044,0.4919122805204277,1
MidValue,5117.40584807396,8.540598311753596,1,1,76,0,0,0,0.38223401324150463,0.44382939507570096,0
HighValue,5722.663483882093,8.652364348571126,3,1,40,0,0,0,0.3612871868976758,0.3871746589250119,0
HighValue,4146.199575869755,8.330188584448836,1,1,104,0,1,1,0.10380914351216591,1.0995317714338648,0
MidValue,5341.065858728363,8.583367722071703,1,1,97,0,0,0,0.298039850428671,0.2676686556808098,0
LowValue,6210.3600000062015,8.734135152561477,1,1,116,1,0,0,0.08846106041792991,0.6198247011131042,0
MidValue,5443.666981808752,8.602391873130987,1,1,51,0,0,0,0.5207040155365993,0.984362743874792,0
MidValue,4345.352337020066,8.377092229094925,4,1,27,1,0,0,0.3892337036948201,0.5254918973329453,0
HighValue,6571.929997111913,8.790714978140214,3,1,59,0,0,0,0.12726202527194008,0.5806748177648838,0
MidValue,7492.500687979002,8.921791348895148,2,1,63,0,1,0,0.3253067119523791,0.4085358752003336,0
LowValue,5332.69319673526,8.581799184665377,4,1,99,0,0,0,0.13599711996256472,0.6775824700647566,0
LowValue,6701.395772523836,8.810220319451917,1,0,63,0,0,0,0.5755384548110514,0.06847314284045664,0
HighValue,5567.138073190046,8.624815999334322,1,1,22,1,0,0,0.15145638076534756,0.5488329803628451,0
LowValue,3171.821770957101,8.06237661949095,1,0,5,1,0,0,0.5672580225307016,0.1071929088886851,1
HighValue,6332.919440920483,8.753674508501835,4,0,119,0,0,1,0.2763946875913593,0.6942806883780199,0
HighValue,6816.9688275839735,8.827316880611123,1,1,21,0,0,0,0.24542664910083942,0.8873807881008278,0
HighValue,6986.530886101015,8.851882537646933,2,0,3,0,0,0,0.1835944777173932,0.5544511593071088,1
HighValue,4906.387175258812,8.498496935618137,3,1,111,0,0,0,0.3995671758613336,0.0,0
HighValue,9128.557504098579,9.119272506269759,1,1,47,0,0,1,0.16366789335211337,0.0,0
HighValue,6031.213432845599,8.704869292491123,1,1,30,1,0,0,0.2984682964880393,0.576957714316864,1
MidValue,5099.29755943535,8.537054161997737,3,0,8,0,0,0,0.08703530740750078,0.5966854414954089,0
MidValue,3230.702702252544,8.080764429720855,2,1,76,0,0,0,0.42674965097667256,0.0,1
MidValue,3759.647236532862,8.232346358945763,2,1,76,0,0,0,0.11688229059783867,0.7582418905357855,0
MidValue,4108.92744509353,8.321160654072544,3,0,3,0,0,0,0.20784117553799805,0.8930347221035622,0
HighValue,3147.761868526959,8.0547645969418,1,1,98,0,0,1,0.40900898843541045,0.11872879908080153,0
HighValue,7667.134300577833,8.944828618432847,1,1,36,0,0,0,0.43305570538744603,0.372359209204876,0
LowValue,6206.906791009941,8.7335790474156,4,1,76,1,1,0,0.07166518020537177,0.032591917016284666,0
LowValue,1873.385220675218,7.536036002332804,3,1,62,0,0,0,0.10982128194086095,1.2162643464565037,0
HighValue,5112.453138617932,8.539630215956091,2,0,23,0,0,0,0.1935726849847032,0.5300871012244562,0
MidValue,5477.756998935111,8.608633529201537,4,0,48,0,0,0,0.2260790312055323,1.0492605194550912,0
MidValue,5106.209861548042,8.53840851872445,3,0,81,0,0,0,0.11002307892524973,0.8649131087295405,1
HighValue,9184.733988639324,9.125406906121055,2,1,76,0,0,1,0.4394207458916982,0.5386326867890787,0
MidValue,4027.1520785304137,8.301063008470924,1,1,2,1,0,0,0.501118861346463,0.4064769615586858,1
MidValue,7551.789174081758,8.929672201052403,2,1,60,1,0,1,0.2301806242609921,0.8047021888685606,0
MidValue,4873.760535783127,8.49182626136048,3,0,83,0,0,1,0.383920677929761,0.25006006031919015,0
HighValue,8426.068092857065,9.039204196059758,2,1,34,0,0,0,0.18182689640342117,0.14056644448149452,0
MidValue,536.5922134265002,6.287100305150363,3,0,4,0,0,0,0.49366074771430296,0.004401231061810951,1
MidValue,5369.417465779323,8.588660924849874,3,1,118,0,0,0,0.5479163851750284,0.8038904884946503,0
LowValue,8105.326818402927,9.000400124461231,1,1,60,1,0,0,0.1019457369883288,0.8740292107627674,0
MidValue,5932.33999039702,8.688342569588464,3,1,11,0,0,1,0.30724640633487893,0.48511999851190735,0
LowValue,3272.331493303045,8.093563550552865,3,1,105,0,0,0,0.11422701165408589,0.4054884592925443,0
MidValue,2360.954123819599,7.767244573969025,2,1,60,0,0,0,0.10186718198718953,0.8137604339696698,0
MidValue,3826.4987226493813,8.249966793802033,3,0,75,1,0,0,0.36823566967154975,0.444194274921274,0
LowValue,3196.135479812504,8.07001052533196,3,0,100,0,1,0,0.39517347077578396,0.4581824406620656,0
LowValue,2961.276833236747,7.993713452052901,3,1,34,1,0,0,0.0748580571001878,0.8160159186898409,0
LowValue,7586.635981340962,8.934275356965443,1,0,29,1,0,1,0.2545560039804141,0.3113683738293801,1
MidValue,5003.67351327229,8.518127457508186,1,0,27,0,1,0,0.05821227139187184,0.8266655492064549,0
MidValue,3620.755387633869,8.194714100998171,2,0,29,0,0,0,0.4499163147507127,1.1040225636054513,0
HighValue,3292.5930630286525,8.099734364256202,4,1,52,0,0,0,0.151832377670364,0.8285236147897477,0
LowValue,2924.5203872463335,7.981227654011506,3,1,92,0,0,1,0.14984707423901839,0.0,0
HighValue,5836.987505664598,8.67214141123784,4,1,80,0,0,0,0.37953708111651147,0.9649551789571422,0
MidValue,5431.59318839671,8.600171865853078,3,1,119,0,1,0,0.7841096122761783,0.8650777907791403,0
LowValue,3793.572232624233,8.241326964800411,1,0,58,0,0,0,0.13513204374451276,0.7668390513743519,0
LowValue,7551.835353360761,8.929678315235755,1,1,97,0,0,0,0.2737575306523967,0.6433177654436384,0
MidValue,3640.9665089186396,8.200279064451378,4,1,17,0,0,0,0.18011862876943208,0.7093126582353153,0
MidValue,4033.7913487497963,8.302709869020008,2,1,63,0,0,0,0.15581129456888126,0.6119682096399833,0
MidValue,5321.318711320208,8.579664335374064,2,1,63,0,0,0,0.3622957812737895,0.1462706288368043,0
HighValue,3382.46776612029,8.126656428841113,4,1,84,0,0,0,0.2898598717987493,0.8143291562563904,0
MidValue,5647.740216612042,8.639187828767723,4,1,16,0,0,0,0.23554053513073056,0.45447810342334144,0
LowValue,2857.9782545959674,7.958219586345841,2,0,9,0,0,0,0.17697622974579127,0.9602468716960868,0
MidValue,3728.1173037672534,8.223926836848777,3,1,9,0,0,0,0.32570355370767945,0.31570012404085523,0
LowValue,7389.486971018197,8.907948907714127,2,0,102,0,0,1,0.2230302038750679,0.3379404840230885,0
HighValue,5248.101570542268,8.56581221152084,2,0,54,0,0,0,0.2333889665013138,0.16077338874534491,0
LowValue,5620.946193913013,8.634433180789767,2,0,81,0,0,0,0.20343277224922726,0.442913353432813,0
HighValue,4204.675020420308,8.34419008756668,4,1,9,0,0,0,0.14958811143870598,0.5342544778398706,0
HighValue,6252.586624402915,8.740910438040284,2,1,51,0,0,0,0.21511256262110823,0.627331751456865,0
MidValue,4815.864165329884,8.479878407214535,1,1,8,0,0,0,0.050823329012024646,0.3119949078299903,0
HighValue,3447.4082924985532,8.14566803907089,1,0,116,0,0,0,0.2279632322870878,0.8041515919727955,1
MidValue,7294.166213363732,8.89496724525712,2,1,112,0,0,0,0.41038356662761966,0.408021688252035,0
LowValue,5470.303706385262,8.607272204565726,2,1,57,0,0,1,0.05233668350720254,0.4544347559087752,0
HighValue,6683.691867018307,8.807575395282742,1,1,105,1,0,0,0.2640725348282118,0.6279322922818505,0
LowValue,4671.151792300948,8.449375013770723,1,0,7,1,0,0,0.17495159759650666,0.0,0
MidValue,3695.4605814855117,8.215131041200411,2,0,72,1,0,0,0.46967607590739713,0.5986755187926639,1
MidValue,5698.200876301632,8.648081246854039,3,0,62,0,0,0,0.07930783601503728,0.7808993859050504,1
MidValue,5737.579381584351,8.654966964184295,1,1,48,1,1,0,0.2949690069797594,0.5990723299479748,0
MidValue,5765.95941653762,8.659900256402793,2,1,12,1,0,0,0.11135931992046015,0.5356457327782652,1
MidValue,6038.900333780468,8.706142789762993,3,0,9,0,0,0,0.32366589307276894,0.45021890001726983,0
MidValue,3945.619308032983,8.280614620044085,4,0,106,0,0,0,0.5803600370539397,1.0492186284631522,0
LowValue,7905.579355669564,8.97545052167637,1,0,114,0,0,0,0.3037153940939947,0.16131317212744878,0
MidValue,6047.2580934688185,8.70752559113351,2,0,55,0,0,1,0.1601441821309963,0.3301684511148495,1
MidValue,6331.126751981217,8.753391438485519,2,1,47,0,0,0,0.47573273420847423,0.8206145223368366,0
MidValue,2186.401733515878,7.6904696954014415,2,0,84,0,0,0,0.4110914604875963,0.14473757108026075,0
MidValue,2628.7924541290613,7.87466020727805,2,1,40,0,1,0,0.2551789817712593,0.11803273533270914,0
MidValue,3453.6540824195613,8.147477610326698,4,1,38,0,0,0,0.34966486640270794,0.542190343235786,0
LowValue,2510.0629061961554,7.828461411092351,2,1,31,0,0,0,0.11511752991502341,0.6727673130183994,0
LowValue,4557.830986083578,8.424821506940928,1,1,42,0,0,0,0.3067354056406338,0.945913126603827,0
MidValue,5615.169784496642,8.633405177530827,2,1,54,0,0,0,0.20938684561358298,0.608579905537536,0
LowValue,5415.614861782173,8.597226335065363,4,0,1,1,0,0,0.2867404840329178,0.11818299402263249,0
HighValue,6089.513864621781,8.714487735571506,2,1,55,0,0,0,0.10088136018281156,0.5579905384489539,0
MidValue,8812.414704474968,9.084030237986545,1,0,102,0,0,0,0.2544767356589597,0.14845579093629307,0
MidValue,3156.0969236105084,8.057408189262048,2,1,99,0,0,1,0.27557468317545436,0.0,0
HighValue,3719.55503408238,8.221628138847892,2,0,113,0,0,0,0.09618660042981794,1.0280174676638927,0
HighValue,6635.589499445739,8.800353480916066,4,1,37,0,1,1,0.195003236013928,0.7002082712328532,0
HighValue,4114.700742224542,8.32256438834002,3,1,60,1,1,0,0.17195976442639846,0.7697954228991948,0
MidValue,2972.508368773555,7.997497803594867,1,0,56,1,0,0,0.5290416466750524,0.5003632354948588,1
HighValue,3696.5491122128933,8.215425477042489,1,1,59,0,0,0,0.23911734581728308,0.46210412317027005,1
MidValue,5354.971955507337,8.58596747070836,4,0,52,1,0,0,0.27054552630234546,0.7959743892787613,0
HighValue,5115.43888330917,8.54021394543625,2,0,83,0,0,0,0.3293902849813018,0.6664518294802644,1
HighValue,5022.1680545845475,8.521816100205013,2,0,73,0,0,0,0.3766457139357883,0.6068099036138612,0
MidValue,5515.825515313368,8.615557886039173,4,1,58,1,0,0,0.20832488606478178,0.17512149671747745,0
HighValue,5644.52278757403,8.638618083026216,1,1,9,0,1,0,0.31271429455903743,0.839487367546234,1
HighValue,3172.4482262472784,8.062574044212083,3,1,97,0,0,0,0.15491472623898328,0.30630280072482996,0
MidValue,4035.8915316185703,8.303230251930808,4,1,76,0,1,0,0.07557742022395798,0.0,0
HighValue,6091.2064405267965,8.714765600592372,2,1,73,0,0,0,0.32509625068058046,0.5869191167819584,0
MidValue,5590.057437497604,8.628923714180388,1,1,39,1,0,0,0.19538080207003644,0.7002945293948011,0
MidValue,3050.517664480106,8.023394340753672,3,0,67,0,1,0,0.20585833532501163,0.3063049219972264,0
HighValue,4801.488058421071,8.476889408105746,2,1,21,0,1,0,0.4011899328145162,0.5726194946662584,0
MidValue,5308.017093911607,8.577161992377246,2,0,111,0,0,1,0.14001966667580432,0.7374947417012649,0
HighValue,3030.2547049318246,8.016731906827046,1,1,56,1,0,0,0.4169245634234552,0.3708295142042176,0
MidValue,621.5496428156539,6.433823372654227,2,1,13,1,1,0,0.39151335598325077,0.60510508582898,1
MidValue,3541.0006851692206,8.172447011784099,1,1,40,1,0,0,0.025368661445929797,0.6010800046161999,0
LowValue,6557.491796935853,8.788515946501327,2,1,87,0,0,0,0.2887025563339635,0.0,0
MidValue,2926.4975860302957,7.981903270887518,1,1,18,0,1,0,0.09749698720638947,1.0536386457054303,0
MidValue,5309.432381769266,8.577428538749405,1,0,100,0,0,0,0.5639584525508828,0.6150472545191995,1
MidValue,3141.367523100972,8.052731783044676,2,1,29,1,1,1,0.36448919764039095,0.2508120274196908,1
HighValue,4223.847185186774,8.348738369950592,1,0,93,0,1,0,0.09570080626945662,0.7401674561571121,0
MidValue,8121.025443883293,9.002334840952896,4,1,31,0,2,0,0.19480456267087198,0.09852672784541755,0
MidValue,5828.874292931163,8.67075071700764,4,1,102,1,0,0,0.11371593745827302,0.16964258150747136,0
MidValue,7744.7715389149,8.954902365567301,1,1,115,0,0,0,0.27691474030807595,1.0722820499041812,0
HighValue,1141.100386205655,7.040624290210479,1,1,54,0,0,0,0.41358543323703584,1.0112538316815627,1
MidValue,5010.163314475219,8.519423365623059,3,1,86,0,0,0,0.14044439898070424,0.12290233414419938,0
LowValue,6244.3137814782785,8.739586666530139,1,1,54,0,0,0,0.41050409364259927,1.0366787274729423,0
MidValue,5574.951617448612,8.62621827547456,4,0,65,0,0,0,0.15587438316291832,0.8104128660941056,1
MidValue,5119.247157020492,8.54095798972402,3,1,113,0,0,0,0.2650131613137207,0.07403460073443524,0
MidValue,3690.522525782216,8.213794260548113,4,0,6,0,0,0,0.30140324854704204,1.0516889548422366,1
MidValue,7095.978569051502,8.867424418801034,2,1,107,0,0,0,0.6306679936367825,0.3786292738458533,0
MidValue,4228.071018199182,8.349737630473879,3,1,26,0,2,0,0.2867531939002519,0.6229479781256712,0
MidValue,7537.497213686156,8.92777813260773,4,0,83,0,0,0,0.08272982306782294,0.3656960585774953,0
HighValue,5170.431995457854,8.550904910863439,1,0,99,0,0,1,0.3728307764466446,0.9481443592436121,0
LowValue,6819.162652463953,8.827638599888008,1,0,86,1,0,0,0.21551655566017636,0.914063487923549,1
HighValue,3363.0527621307547,8.12090170531311,1,0,117,0,0,0,0.10456112974289425,0.6609640631328214,0
HighValue,5168.098870413582,8.550453652583933,2,1,40,0,0,0,0.26986004264231894,0.720548353543502,1
MidValue,6286.858142247602,8.746375773779434,4,1,115,1,0,0,0.07606577643304138,0.4591092161690431,0
MidValue,3723.9823822523495,8.222817401205791,1,1,89,0,0,0,0.17632676655999763,0.0895575477950935,0
HighValue,3325.363025551386,8.10963480158724,4,1,99,0,1,0,0.3257638515092104,0.16692028640395346,0
HighValue,4119.266687547463,8.323673170235924,3,1,3,1,0,0,0.16782433972616417,0.0,0
MidValue,4185.27300113859,8.33956611854267,3,1,118,1,0,0,0.1681935827734066,0.6876970719651998,0
LowValue,7718.895705024772,8.951556133215748,1,1,13,0,0,0,0.11258458818060875,0.13007133462304682,0
HighValue,1699.4057778818915,7.438622194433397,4,1,50,0,1,0,0.377962377384178,0.05836099770005865,0
MidValue,4020.147756326406,8.29932265238639,3,1,51,0,0,0,0.1538985358750639,0.25455610003934215,0
LowValue,7382.484238741569,8.90700092525205,4,1,117,0,0,0,0.33376468224396183,0.6101902928989746,0
MidValue,4743.64139784528,8.464771133445286,3,1,88,0,2,0,0.046429128712656996,0.893404552430259,0
HighValue,7127.332492985178,8.871832614104443,1,1,65,0,0,0,0.1926021375038676,0.5996502390772953,0
MidValue,4992.727498079649,8.515937903487842,2,0,2,0,0,0,0.15597927764145833,0.5311932591538964,0
LowValue,4318.02726164769,8.370785484968494,1,0,79,1,0,0,0.1863204544156244,0.5473836694239883,1
MidValue,7694.766604083265,8.948425664973415,2,1,98,0,0,0,0.08319899915463605,0.482143901493317,0
MidValue,5953.509061684052,8.691904037028046,4,1,36,1,0,0,0.35714385324752235,0.6685131698133812,0
MidValue,4901.71829039424,8.49754508342176,4,1,51,0,0,0,0.1781213888180633,0.6547094455036389,0
MidValue,3204.4987641351217,8.07262297788212,4,0,100,1,0,0,0.27626453927807304,0.8962207345292719,0
HighValue,4635.524098155097,8.441720247715201,1,1,114,0,0,0,0.5008804909846942,0.13595971472380886,1
MidValue,3889.108460654197,8.266192318140044,3,1,36,0,0,0,0.3172025310807444,1.049787476609326,0
HighValue,3398.4885328612118,8.13138026777689,4,1,96,1,0,0,0.07653898523757574,0.09887497780164212,0
MidValue,6623.422956691496,8.798518546184166,2,1,86,0,0,0,0.3776975613811173,0.43501365036549167,0
MidValue,3334.426703937654,8.11235589737287,3,0,2,0,0,0,0.28518472531730243,0.23868072886195524,0
MidValue,3037.1909127113713,8.019017522758416,4,1,34,0,0,1,0.3190851585661585,0.8871990228030429,0
MidValue,6741.745328792678,8.816222439786534,4,0,117,0,0,0,0.1305097477963893,0.00039945032543448056,0
HighValue,4918.196948309165,8.50090057427583,4,1,74,0,1,1,0.06108954555535998,0.5180703473073287,0
MidValue,2009.6781534199113,7.606227333911145,4,0,98,0,0,0,0.05393368942697309,0.6246455938894113,0
MidValue,5670.131369794844,8.643143912936134,1,1,19,0,1,0,0.21318982979254034,0.7243981016440058,0
LowValue,3562.5291409813935,8.178506664537615,3,0,58,0,0,0,0.5097614642451945,0.12896577270527843,0
HighValue,4863.245790247767,8.489666954903768,4,0,83,1,1,0,0.3118593632157936,0.14450335423846422,0
MidValue,5742.078039079046,8.65575058932831,2,1,56,1,0,0,0.03687678192410324,0.5874462554124509,0
MidValue,7809.11899442582,8.963175478879739,2,0,50,0,1,0,0.5364442527716565,0.3970311394669452,0
HighValue,5965.583879857644,8.693929828180286,1,1,55,1,0,0,0.08346508549948192,0.7678898264807701,0
HighValue,3246.4396138876255,8.08562215372603,2,0,83,0,0,0,0.4293687851936882,0.8472952934075464,0
MidValue,6989.423278150109,8.852296388208522,1,1,59,0,0,0,0.32496041309582174,0.4690643104313002,0
HighValue,4099.367920810236,8.318831985449279,4,0,100,1,0,0,0.1634830579475336,0.5140545200750875,0
LowValue,3423.7855461207846,8.138794134464666,4,0,107,0,0,0,0.13315133643137905,0.0,0
LowValue,5845.392317404835,8.673580052110033,3,0,1,0,0,1,0.28209592660921257,0.581740546832482,1
HighValue,5597.113262651597,8.630184902570184,1,1,41,1,1,0,0.14172271109992102,0.5135236026485959,1
MidValue,2900.516350619033,7.972988758844505,1,0,7,0,0,0,0.21434204968383128,0.26636449020549613,0
MidValue,6201.257682028305,8.73266864701211,2,0,72,1,1,0,0.5561695291630065,0.07363357806049514,0
MidValue,4786.308348161799,8.47372360097206,4,0,37,0,2,0,0.12121337629150697,0.34093516982686445,1
HighValue,7795.536331749798,8.961434854021752,3,0,93,1,0,0,0.17889878776239418,0.0,0
HighValue,2839.8844071192307,7.951870693634399,1,0,52,1,0,0,0.060569023899285555,0.3481163912698596,0
HighValue,4098.109902059753,8.318525132064824,2,1,93,1,0,0,0.425707699044644,0.8884844828295557,0
HighValue,6747.83744730487,8.817125539004373,2,1,52,0,0,0,0.14519656341130413,1.1133301683429644,0
MidValue,5244.0059605769675,8.56503165726006,1,0,16,0,0,0,0.417083380818735,0.4632753854176044,0
MidValue,4570.832754406599,8.427669443844616,3,1,32,1,0,0,0.27781378267412604,0.660217312894493,0
MidValue,5697.861552516271,8.648021706245698,3,0,85,0,0,0,0.2197344148794839,0.4403128043628589,0
MidValue,1040.2474097206682,6.9481747058147345,1,1,41,0,0,0,0.3305794502481762,0.11907325880023584,0
MidValue,5390.034653832508,8.592492603520883,1,1,50,1,0,0,0.49982053716762165,0.17706094928124255,1
MidValue,4321.445633676324,8.371576639959857,3,0,91,0,0,1,0.2314772414195774,0.5569166175953274,0
MidValue,2347.4559627232184,7.761513354055654,2,0,114,0,0,0,0.4332371151972506,0.9586298065889893,0
HighValue,5885.194615216125,8.680364992333821,3,0,118,1,0,0,0.21436715518096167,0.7212146438957405,0
MidValue,4437.451346254447,8.398060798694198,1,1,83,1,0,0,0.08436080752105737,0.5938057130039541,0
MidValue,6852.795175041093,8.832557817984677,2,1,47,0,0,0,0.26668082326037507,0.362063732285787,0
MidValue,5746.767718698833,8.656566835578417,2,1,20,0,0,0,0.2911890127548142,0.5921341450809994,0
HighValue,5082.292722123693,8.533714504245115,3,0,117,0,0,0,0.4408076952907638,0.559670677763517,0
HighValue,5055.973015440837,8.528523364985231,4,1,16,1,0,0,0.18082035102336141,0.3669048589613172,0
LowValue,6564.558720695553,8.78959288908597,1,1,113,0,1,0,0.3188474108635113,1.0902510758096877,0
MidValue,2412.6378508446724,7.788890370040692,1,0,21,0,0,0,0.21079167986755495,0.42042285766823834,0
MidValue,7297.271197345431,8.89539277680821,4,0,82,0,0,0,0.07611430768392057,0.20091047305023202,0
MidValue,6024.277852232483,8.70371887384863,1,1,59,0,0,1,0.12134386504442186,0.7012601683986414,0
MidValue,7567.341956356395,8.931729294218906,2,0,63,0,0,0,0.4093732532997841,0.0,0
MidValue,4491.7572521783495,8.410221879606667,1,0,17,0,1,0,0.3156664659138291,0.5706977454024085,0
MidValue,4419.8248216348375,8.394081568891636,2,1,63,0,0,0,0.19360459030845267,0.14317543479293215,1
HighValue,3569.444780048988,8.18044545526223,4,1,13,1,1,0,0.34506791782763957,0.817651633151337,0
MidValue,6217.839056091019,8.735338521381815,3,1,56,0,0,0,0.10029425010788712,0.8592387903264465,0
