age,total_invested,risk_tolerance,months_active,app_sessions_month
28,54553,4,1,13
25,128161,2,20,25
25,113706,1,6,16
18,23681,3,1,17
35,16376,3,1,17
18,165843,3,15,30
22,409420,2,5,21
18,568040,3,32,28
31,2227,4,1,12
30,65761,3,4,18
29,125500,2,3,14
23,333211,3,5,24
22,85608,4,8,12
35,843382,2,8,15
27,4208,3,1,15
34,48708,3,1,9
24,20013,1,1,17
33,2014192,2,15,17
42,20473,3,3,21
36,99993,2,3,19
28,59677,1,4,11
34,1879482,3,15,26
30,4933,2,1,14
32,21947,1,1,11
29,21944,3,9,23
30,1086078,4,26,27
33,136950,3,8,20
24,33591,2,2,22
23,9209,3,5,18
20,317957,3,29,26
19,43662,4,6,16
22,20947,5,3,20
33,15468,2,3,21
24,152065,3,27,31
36,486178,4,10,15
32,618632,3,9,23
18,88706,4,2,15
37,34991,3,6,21
38,155279,3,3,17
24,31856,1,2,12
35,1509391,2,18,21
25,200078,1,3,17
32,30322,3,2,10
21,1464025,3,21,28
18,24509,4,1,15
28,75721,1,10,30
31,14351,1,8,11
28,52919,2,20,26
22,1350651,5,14,22
28,35478,5,9,28
34,1140087,3,3,12
31,27781,2,5,24
33,224917,3,23,31
26,38329,5,1,13
41,728703,4,12,27
22,103912,3,2,23
35,90036,4,1,10
41,25476,3,2,19
35,54344,2,1,16
30,1351535,3,38,38
27,275248,2,16,22
40,112024,3,5,20
20,238049,5,10,17
24,256055,3,6,19
28,19517,3,13,20
41,1359794,2,14,18
35,106319,2,2,24
24,33841,1,4,17
29,245415,3,8,18
27,1144866,3,30,31
26,22315,3,9,16
39,370526,4,18,31
21,241507,3,14,24
44,132250,2,6,20
38,180897,2,17,25
40,265841,3,3,17
28,22723,2,3,15
30,476880,2,12,25
20,27914,3,1,24
27,204666,2,2,14
35,2242504,1,7,17
42,645850,2,4,19
23,70708,4,22,26
29,1259483,3,25,26
30,56345,3,5,32
20,4098540,3,6,26
36,835767,4,10,23
26,437729,1,4,23
30,33722,2,1,24
28,5642,3,10,20
25,78103,3,10,23
31,17569,2,2,18
30,350645,4,14,23
29,359225,2,7,14
26,121669,1,2,15
34,9116,-1,8,11
45,10033,5,2,15
33,14885,2,2,17
39,2097938,2,15,22
20,284956,3,21,17
33,64221,2,2,15
23,549314,3,21,23
20,5282,3,2,17
26,29485,3,1,20
41,20736,3,1,16
39,25301,2,2,16
33,290447,-1,3,11
19,740587,3,20,32
30,11999,2,2,21
34,48419,1,3,25
33,517097,4,10,20
18,56525,2,2,13
24,124312,3,9,15
31,12585,3,4,19
36,7514,5,1,23
18,81478,1,10,20
30,15805,3,1,13
33,38065,3,2,16
38,66026,2,3,9
37,69751,4,4,14
36,3441279,3,9,18
25,295541,2,4,14
18,776801,2,7,19
28,244388,2,7,12
40,87261,4,3,18
43,1373821,5,21,26
37,839202,3,24,33
35,527364,2,6,18
35,10343,1,1,10
27,318158,1,5,18
30,24439,3,1,18
45,19058,4,5,16
24,29555,3,1,16
44,75086,2,9,22
29,17541,3,1,6
42,660887,4,24,24
20,5463,4,1,17
36,250012,2,8,25
26,412539,3,19,26
20,98984,3,2,10
33,324867,3,21,28
40,139009,2,3,20
25,445908,4,25,26
20,339003,3,28,26
31,5388,2,1,9
31,244904,2,14,26
36,65158,4,1,9
39,17393,2,2,11
31,15400,3,1,21
46,30629,2,1,13
33,1001173,2,8,21
29,82943,3,4,16
19,452155,4,12,19
29,39586,4,3,24
29,598214,2,27,30
39,8543,2,1,11
35,4735,3,1,11
22,192389,3,9,22
33,525483,4,17,24
37,944441,3,12,16
44,622248,4,5,20
39,354495,2,2,13
38,581,3,1,22
32,665388,3,5,26
35,183648,1,5,23
41,130678,2,3,20
21,468908,2,6,26
29,136788,2,10,26
25,33216,3,9,24
35,227185,3,2,14
41,55688,1,7,25
27,6128,2,1,16
18,15098,3,1,16
28,151023,3,12,19
39,361648,1,9,21
36,325904,2,11,14
35,167857,3,1,13
29,659418,2,19,19
21,9526,2,1,19
36,269579,1,16,24
25,25104,2,3,12
49,21020,1,1,13
36,14378,2,2,11
27,7108,1,1,17
27,283383,4,5,13
31,355023,2,23,26
30,25530,1,3,13
40,250688,4,7,22
33,940425,3,17,24
26,104258,5,7,11
47,1017674,3,3,20
32,14086287,3,37,28
38,72613,2,1,20
27,56974,3,5,12
34,331418,3,12,23
34,7669,2,1,11
18,84301,2,9,9
48,3540,3,2,19
42,12544,2,1,15
28,9114,3,2,9
23,1522515,2,27,30
34,138373,3,17,35
32,9291,4,1,22
34,81781,3,1,16
33,326241,3,3,28
36,152682,3,7,15
43,929115,2,16,17
36,1085996,3,27,38
23,1012458,2,11,21
42,477992,2,7,22
45,159265,3,1,16
57,5426,3,1,12
23,84116,4,7,21
33,413919,2,6,16
18,562073,4,14,21
36,86066,4,3,14
27,7548,1,1,12
47,412235,3,4,16
25,83671,4,27,27
18,620961,1,12,20
28,22299,3,1,13
18,296645,5,16,19
38,182746,5,5,20
18,37753,3,3,23
32,62126,4,3,17
18,44147,2,7,17
29,293221,3,6,12
45,322795,5,8,17
34,24281,4,6,18
25,5017,1,1,11
31,10890,1,2,11
32,968540,-1,14,21
35,416163,2,8,16
21,791664,2,4,8
36,11840,2,1,15
18,64159,5,1,17
26,6515,2,2,20
28,13620,2,1,23
37,178948,3,5,18
32,694878,2,13,24
20,36783,2,2,20
24,345591,3,15,21
33,68136,2,9,17
31,112964,3,1,18
27,287897,2,8,24
28,30889,4,1,14
37,76316,4,8,14
27,13492,3,1,16
31,112620,5,3,14
49,1078301,3,6,18
20,2504,3,1,16
18,4713,3,1,9
38,110109,2,3,22
26,71598,4,4,17
29,580294,5,15,16
25,25916,4,1,19
29,126564,3,3,17
44,118226,2,5,22
38,3128,1,2,9
38,90436,3,7,21
20,32994,2,2,18
22,48796,4,11,23
18,63782,3,5,11
25,21512,4,1,15
39,60752,3,7,19
36,205663,3,6,18
30,11529,3,3,14
31,2123,5,1,18
26,5075,3,1,14
33,306597,2,4,19
38,424457,2,1,15
19,13900,3,6,19
34,135729,5,9,13
39,261076,3,15,24
28,417294,3,8,28
37,86735,2,9,15
54,393124,3,7,16
31,1954625,3,33,39
35,15349,3,2,16
26,55406,3,2,13
33,2323,2,1,12
35,98004,3,5,21
33,18083,4,1,12
23,20255,2,2,15
33,114608,1,5,14
43,276081,3,25,31
35,377998,2,26,18
39,532311,3,10,16
30,82587,4,3,25
37,367440,2,16,28
34,321549,4,16,16
24,926218,3,19,26
34,997846,-1,8,17
24,2841,2,1,15
26,24357,3,1,9
33,288900,2,19,21
34,101217,2,1,13
22,26266,3,2,14
40,106589,4,5,16
36,60371,3,1,16
26,335875,3,18,33
19,199615,3,2,14
30,36870,2,1,26
28,2446810,3,40,42
32,40931,4,2,16
29,184090,4,16,23
18,211870,2,4,26
28,250416,4,8,27
29,14899,4,2,12
37,194251,4,5,18
26,117720,4,2,18
45,410520,3,24,27
18,21009,5,1,14
42,71983,3,2,19
30,15292,2,17,25
38,34567,-2,5,19
32,601427,2,7,24
41,198888,3,8,17
28,8370,-1,1,17
23,19912,1,1,12
43,217913,3,22,25
31,15224,2,2,18
33,148399,3,3,12
41,402556,4,9,25
23,184261,3,2,22
36,150311,2,10,27
27,593949,1,4,14
30,106834,5,15,24
32,119824,4,2,18
19,16505,1,1,18
25,320997,2,14,33
42,99323,3,3,16
39,75795,3,4,24
31,946722,3,12,18
33,77611,3,8,12
29,156137,2,4,27
42,165130,3,2,13
30,386085,3,11,18
33,64190,3,1,28
41,1669563,3,21,30
25,9304,5,1,16
44,202532,5,13,26
19,6801,2,4,17
45,4547,3,1,14
29,106487,2,4,18
30,11139,5,2,12
18,84335,3,1,17
28,19967,3,2,16
23,358320,2,16,20
27,24263,2,1,21
30,103887,2,28,26
39,73925,4,1,10
33,737229,3,8,18
34,1057952,5,15,13
23,1143527,3,21,27
24,10719,3,1,17
46,74061,2,9,20
26,34402,1,1,12
45,254775,4,3,16
30,529703,2,10,16
32,323542,4,3,19
40,53203,3,3,11
42,99567,4,1,21
31,20149,4,1,8
28,8893,4,1,10
31,343694,4,16,19
34,116264,3,1,18
39,709069,4,9,34
32,37393,4,11,25
36,588660,2,6,15
45,5772346,3,10,19
35,34818,4,8,21
34,91610,3,4,19
19,88504,1,3,14
18,476703,3,22,23
35,557335,2,28,15
31,3117178,4,8,20
27,5250,3,1,17
33,31039,1,4,17
31,55033,2,5,12
41,42007,4,11,20
32,102264,3,8,14
26,63216,3,5,24
39,380551,2,9,28
30,45931,2,1,18
36,48646,1,11,19
28,11607,1,1,13
26,93203,2,8,18
32,20563,1,1,19
32,7144,5,1,18
35,57313,3,1,22
29,275330,3,19,28
18,378293,3,7,8
28,59794,4,3,12
38,149320,-2,12,27
29,493789,2,7,25
30,1023104,3,7,26
39,188909,1,5,15
26,10006,4,1,16
19,11260,3,2,16
30,48211,4,1,17
28,429379,4,8,22
24,15060,3,2,11
30,35087,4,4,20
35,207638,-1,3,17
31,4880,3,1,12
34,314651,3,25,21
46,240982,2,21,25
29,3975,3,1,14
34,157337,1,14,19
27,395463,3,5,16
25,26793,3,11,26
27,22431,3,1,15
28,27255,2,1,19
34,1449016,1,17,28
50,653436,3,18,21
26,105782,1,5,15
28,160393,2,16,17
31,700188,4,8,16
35,60515,3,1,20
34,44268,5,3,15
42,79369,4,1,22
18,214733,3,11,19
18,439502,1,33,34
28,58096,3,6,10
40,404829,1,8,18
19,60660,3,10,15
18,9318,1,2,15
36,45590,4,3,15
33,219560,2,4,14
23,223146,1,7,22
24,53160,4,15,34
24,21714,2,2,10
32,5666,3,5,15
26,6106704,4,11,28
35,10826,1,1,14
18,352229,1,5,21
25,33947,1,1,13
22,160396,2,6,11
29,90483,3,11,18
27,146744,5,2,19
38,424045,3,15,27
18,140638,4,3,11
32,11958,2,1,15
36,116888,4,5,15
46,183927,3,16,27
28,27745,4,1,14
34,36251,4,3,13
18,45742,4,8,24
18,70511,1,3,15
38,51553,3,1,12
31,108088,2,3,22
41,459949,2,13,19
21,884391,3,27,22
36,35659,4,1,16
46,179864,-1,6,13
35,40688,4,1,18
34,1240644,4,9,19
32,4709,2,1,19
19,4548,2,1,11
42,720248,1,12,24
27,2993,3,1,17
36,350305,2,2,17
19,226280,2,25,24
22,1387219,2,33,31
43,153330,3,1,13
29,196848,4,6,11
43,13724,3,6,15
31,127350,1,4,14
18,515805,3,20,16
39,119406,2,11,21
27,34250,2,11,12
37,139216,2,2,17
32,35735,1,4,17
19,1977713,2,5,12
33,109704,4,2,14
49,101245,4,1,20
35,41524,4,1,12
31,32855,1,1,15
40,21320,4,1,20
33,133695,2,2,13
33,4620,3,2,19
23,309663,3,4,13
33,223114,2,5,16
40,33244,2,2,12
25,310088,2,19,29
43,111748,2,6,16
31,561597,2,12,19
24,2289282,3,20,32
39,10535,2,1,16
29,6920,-1,4,13
38,3154770,2,4,17
29,179094,4,3,16
31,16675,4,1,14
35,1082791,1,13,17
34,81764,3,1,13
18,2070102,4,43,27
23,165479,2,11,17
39,356366,3,6,15
30,123227,5,1,15
27,16924,4,5,21
21,17455,2,2,21
23,114415,3,2,15
18,385322,4,14,19
31,126838,2,3,11
27,221373,1,4,15
24,217284,2,14,16
31,26577,4,1,10
34,68157,3,7,25
48,193824,3,6,18
19,20216,1,4,19
41,362036,2,14,16
39,768933,4,22,19
25,64519,-2,5,21
33,45503,1,4,22
28,1467,4,5,19
33,1136929,3,10,17
44,628975,2,8,17
36,16064,2,2,22
36,8892,2,1,17
28,3488175,3,23,25
20,13339,4,2,15
30,284099,2,8,25
41,155146,3,14,18
19,65434,1,2,16
23,283203,1,8,23
33,14237,3,1,10
24,1190162,2,28,31
25,14757,2,1,11
28,3134,2,4,22
21,78836,1,6,19
24,22750,4,12,20
37,1945,3,1,19
21,41541,3,4,17
19,10836,2,2,16
26,20389,1,2,23
37,747224,4,12,23
30,33050,4,1,18
28,597502,3,11,20
32,133750,2,13,22
18,481097,1,18,24
35,182693,1,7,12
35,1661734,3,3,14
28,107685,3,4,15
40,854955,5,27,27
22,505718,3,17,26
41,113112,2,4,16
33,430281,3,22,25
29,257226,3,13,23
31,593840,1,18,15
31,379581,1,9,25
41,302233,3,15,25
23,617802,1,17,16
25,47129,4,1,18
40,241096,4,26,23
27,37752,2,3,21
39,228294,3,4,16
45,237161,2,12,34
28,60825,3,8,27
37,3557824,3,17,30
22,8363,1,4,25
38,3213,4,3,10
33,15618,2,1,18
35,105636,2,4,23
26,72818,1,10,23
18,385112,5,2,10
36,53025,4,4,19
18,8850,3,1,17
29,568129,4,11,22
39,18138,3,1,18
33,418813,3,9,21
47,6657,5,3,19
40,330096,3,1,16
26,989788,2,15,23
32,73639,4,5,16
31,505276,1,7,16
19,966940,4,10,17
24,45442,5,8,17
27,32454,1,10,22
18,368822,1,11,23
32,253011,4,7,21
30,33755,1,3,20
18,29010,4,2,25
35,1049312,2,18,17
37,1381792,1,28,28
33,45437,3,3,14
29,1070,2,1,21
36,143698,2,2,10
37,511805,3,8,18
34,7531,1,1,11
25,78445,2,12,25
34,992537,3,20,22
41,1094271,3,26,17
27,1870,3,1,9
48,372907,1,25,29
27,388623,4,10,33
32,75081,2,1,17
26,26453,2,4,13
33,150808,2,9,21
18,116038,3,25,23
27,97948,2,1,14
23,16440,1,1,10
33,59837,3,5,17
39,179772,3,27,21
37,81630,3,28,33
18,468917,3,2,9
48,97443,4,3,15
34,313697,2,19,25
25,258075,4,10,20
33,175251,4,28,21
33,299026,3,17,25
26,27808,1,1,15
33,298662,4,11,17
27,4395,1,1,15
28,252898,3,13,26
26,72102,3,7,20
20,75610,1,25,25
33,214866,4,25,27
36,7541,3,1,17
36,36773,3,1,13
38,292700,2,5,12
34,179184,2,16,22
27,28472,2,13,28
38,252678,2,26,30
21,109003,3,7,15
24,9126,1,2,14
24,9749,2,1,13
40,20636,4,2,15
39,104702,2,8,24
35,116319,2,20,27
40,80239,1,3,16
24,3131068,-2,16,21
34,889015,3,4,24
30,6615,2,2,10
38,446171,2,5,21
31,103220,5,4,24
28,601103,1,19,23
36,206108,3,5,19
39,181576,4,2,12
26,269408,3,14,24
31,266814,3,53,41
23,130815,4,8,19
18,196993,1,2,16
33,230590,2,2,15
36,126404,3,1,10
34,1201,3,1,12
18,776675,5,19,18
29,45771,2,1,10
18,114326,4,5,17
42,62170,5,9,23
23,217912,1,15,29
42,78575,2,1,10
39,7476,5,4,15
24,53498,4,2,11
22,39195,1,2,17
34,31619,2,2,24
25,278350,3,7,20
32,6992,2,1,16
28,52285,2,4,20
18,22563,2,1,18
18,127759,2,27,32
33,700840,2,6,18
27,163609,3,16,28
27,34256,4,1,20
37,90928,3,13,15
41,310408,2,4,19
29,967,3,1,20
29,1590252,4,11,21
36,1718031,3,11,23
21,147705,4,43,31
33,29703,3,12,21
36,57738,4,1,16
37,12816,3,3,18
18,139011,3,4,18
25,7588,1,1,20
24,235838,3,12,16
32,46180,1,5,10
35,117650,2,23,31
43,1082897,3,7,16
28,425237,3,5,16
28,4515,3,1,13
41,11653,3,1,28
34,1119238,4,15,17
42,3155040,4,37,18
34,25298,4,4,9
22,400831,4,13,14
21,128279,3,7,22
19,64863,2,25,30
37,41094,1,2,18
41,203821,4,6,12
46,169586,2,4,18
38,24601,4,6,18
41,16010,2,2,24
27,47353,2,5,15
22,49075,2,7,18
38,10728,4,1,16
35,227429,3,10,21
32,348000,5,9,18
35,4483761,4,16,23
34,454974,3,4,24
42,97122,4,1,12
42,74884,4,4,20
36,9992,4,1,14
38,558115,1,8,23
36,26152,4,1,10
28,144131,2,3,20
38,13875,4,1,16
20,43555,2,1,20
40,810341,2,25,25
22,674871,3,44,44
34,103034,4,6,19
25,24017,1,2,11
36,320707,1,19,23
31,257692,4,20,25
19,151160,4,15,19
35,301056,3,6,19
27,64677,3,1,17
39,130735,1,1,12
32,4218571,3,18,26
35,183115,1,16,25
24,307530,2,4,17
27,92066,1,3,15
28,43009,2,8,17
38,238232,1,13,14
45,466450,4,10,15
25,444894,4,7,24
40,15753,2,2,19
18,10662,4,2,20
22,105485,4,10,16
24,85165,2,12,18
21,698,3,1,17
19,929,2,1,15
35,189732,3,9,25
30,108258,1,3,10
35,351382,4,6,18
37,27298,4,7,21
34,58375,2,11,20
37,183984,3,13,15
31,40160,2,2,15
22,402634,1,6,20
40,63097,1,1,22
27,120052,2,14,18
24,431374,4,14,24
30,19381,4,2,15
24,29155,3,1,17
28,30927,2,1,20
34,1078665,2,6,23
34,36161,3,1,16
24,47586,2,9,17
28,96348,4,9,18
40,187744,2,7,11
35,65277,1,16,13
48,75879,1,3,13
41,605987,4,18,24
41,23338,4,1,15
20,83381,2,1,13
38,150137,5,4,13
31,19799,2,7,15
27,6160,2,1,16
33,77404,3,6,14
39,116665,3,2,17
36,952277,3,17,19
24,88958,3,6,21
37,2376345,4,7,27
26,998740,3,23,23
33,649410,5,11,27
29,123637,4,4,17
30,231158,3,5,11
38,508269,3,8,18
23,2292,3,1,11
47,9440,4,1,13
18,20426,4,2,16
27,373070,3,12,29
34,45934,4,2,14
36,36971,3,1,13
31,2137,3,1,14
31,660436,4,9,24
35,251396,1,7,13
30,95827,4,9,21
43,243423,3,3,23
38,102664,1,18,26
38,60204,3,4,16
24,93785,3,5,16
31,220367,3,23,26
29,56019,3,31,37
23,40105,2,8,25
34,567501,4,23,37
27,89002,1,6,14
37,39132,5,2,22
23,45333,2,3,20
45,16565,3,6,17
24,220023,4,7,19
33,87346,1,4,20
38,487301,3,17,15
27,54360,2,4,14
38,3539,2,2,22
22,585,1,1,14
43,576513,2,28,35
32,404177,3,13,11
27,70626,5,7,24
29,189481,3,14,18
38,77028,3,13,24
27,29007,2,21,34
26,155384,1,3,9
30,121760,3,6,16
22,17239,1,1,14
46,81755,3,26,23
27,207002,4,33,33
38,253348,2,12,15
33,225137,4,4,17
24,109482,4,5,18
31,279125,3,4,15
38,20051,3,2,14
30,936887,3,6,14
41,51889,4,1,15
40,1153735,3,38,34
39,326599,3,4,15
28,252192,3,20,27
23,89820,1,10,28
27,3071,1,2,16
33,245741,3,2,14
36,1715090,3,43,36
18,547583,2,11,16
31,51147,3,2,12
33,125237,3,1,10
29,97894,3,9,18
42,261573,3,2,14
35,41360,3,2,20
42,200608,2,10,22
30,862754,2,9,19
39,2178216,1,5,19
45,1961890,4,22,29
42,898743,3,9,22
23,117804,5,17,17
29,16097,4,1,14
29,11884,1,2,11
35,144403,4,1,12
37,33574,4,2,21
25,2757795,-2,28,31
32,72703,4,26,32
18,785794,2,11,19
43,71139,3,5,12
27,445784,3,12,26
32,70889,4,6,13
29,56004,2,1,10
41,52504,-1,5,21
18,161872,-1,7,14
31,73531,1,2,13
31,12969,1,1,13
28,106725,3,2,15
45,727335,3,7,22
24,6604,2,1,22
38,115660,2,10,18
34,36865,4,4,10
42,27991,3,3,15
26,119127,2,13,24
26,404478,2,5,16
40,195310,4,3,12
35,55745,2,16,25
19,54215,2,3,15
27,49844,3,15,20
35,374910,1,5,20
38,23319,3,1,20
26,29253,1,7,15
18,81769,4,2,19
36,55213,3,1,10
22,4245,4,1,12
18,48511,3,2,16
18,45149,5,10,25
38,2076568,3,14,28
33,59593,1,15,18
30,28036,3,2,13
43,250738,1,8,17
37,31181,3,2,16
44,533073,3,7,23
20,1462938,1,17,23
31,28947,2,1,14
19,417360,4,33,39
30,673004,2,14,26
30,875121,4,11,24
37,1874657,3,9,23
32,76902,3,11,16
36,1669031,2,41,43
37,731152,5,11,15
49,303941,3,3,11
29,1245298,1,7,12
24,5734,3,3,23
33,244477,1,28,31
25,356602,3,18,24
43,286653,2,6,13
29,16575,1,12,21
27,51451,5,19,28
28,88585,3,2,13
37,656926,1,6,20
30,13201,3,5,18
26,1096973,-1,11,13
45,63146,3,3,28
25,35181,-1,9,22
32,40840,1,4,15
37,6147,2,1,13
18,3183,2,1,15
35,3539,3,1,16
23,6101,2,1,20
38,242750,-2,6,28
24,31761,3,8,23
37,34021,4,1,14
40,106613,3,7,19
38,416499,3,7,17
34,2073,1,1,15
30,250629,1,4,12
27,24836,4,11,18
43,31092,5,1,14
26,14237,2,1,8
23,371899,5,43,41
37,21276,2,10,20
25,782014,5,4,15
24,9965,3,7,17
20,87644,1,14,29
28,804291,1,14,21
31,58916,5,3,20
33,36998,2,5,13
39,228481,1,8,11
36,30144,1,1,18
30,60706,3,23,41
30,42939,2,4,18
36,96883,4,3,13
42,3473854,4,19,23
33,31889,2,1,13
28,5816,3,1,11
24,112796,3,9,15
20,223500,3,3,18
37,1299273,2,11,23
36,85949,4,1,14
36,137235,1,3,15
30,5874,1,2,14
43,1228005,1,10,25
28,28565,2,2,15
39,92069,2,4,12
31,593783,2,13,20
27,165767,1,19,14
36,55438,3,10,19
35,36292,3,4,15
34,16285,4,6,19
32,332624,4,9,15
31,1578885,2,16,19
51,78834,5,17,29
41,980198,3,21,26
37,579900,4,13,15
32,106538,1,1,13
40,149758,1,11,13
36,115449,3,13,14
32,52733,2,16,18
29,1669884,3,20,27
31,4284,2,5,13
18,24792,3,8,21
33,15377,3,1,12
28,12404,1,6,25
44,190244,3,5,18
32,1892766,2,26,34
22,141506,-2,18,28
31,402681,-2,12,27
23,19802,3,1,10
35,107090,2,4,16
34,45135,5,9,15
39,12404,3,1,12
25,6224,1,2,16
32,1211937,3,17,30
21,55149,3,1,22
37,6212,3,1,17
36,125681,3,6,26
35,252376,1,23,31
32,5846340,2,14,23
35,823697,4,29,26
44,80510,4,11,22
29,52493,3,4,13
33,486772,3,23,23
23,82384,2,4,13
25,143155,2,3,17
32,67839,1,4,22
40,202140,4,13,30
29,322779,3,19,18
30,68529,2,3,16
28,12556,3,4,23
27,222981,4,18,32
34,10004,3,1,11
20,11008,2,12,22
42,2426757,2,4,21
26,87174,1,3,12
37,135446,3,4,16
21,51247,4,4,16
37,880702,2,11,28
37,138819,3,21,22
35,68712,1,5,15
24,59544,4,14,28
33,316944,3,10,23
22,37080,2,3,30
29,874857,1,7,18
40,236717,3,8,18
38,84431,3,1,21
32,172352,-2,4,15
24,5561009,3,39,27
37,17363,2,8,18
32,237169,4,3,26
18,4279,4,2,22
38,35103,1,1,16
31,13850,4,4,11
41,4942,2,1,15
23,2281,3,1,19
18,18543,3,3,15
34,110584,4,7,23
34,14205,2,1,20
18,29354,1,1,14
24,7385,3,1,27
54,45141,3,2,12
29,23563,5,1,18
37,248845,1,6,13
26,147699,3,4,28
18,111416,3,3,19
30,620543,3,14,27
29,111721,5,5,20
28,29077,1,1,18
31,36561,1,2,18
34,2750291,3,28,26
30,200247,3,30,22
21,6850,3,2,10
35,7641,-1,1,20
18,538568,2,5,18
18,46767,2,5,12
37,222322,2,4,15
36,115172,3,6,12
31,130804,4,2,11
20,29028,1,1,16
26,110518,2,6,22
29,1169662,4,21,28
19,11437,1,1,18
26,187538,1,9,22
37,108114,3,4,25
43,70324,2,2,17
28,149777,4,15,29
38,102894,3,4,15
18,24374,2,7,24
37,620842,2,4,13
25,1767,1,1,18
34,542634,1,7,23
30,6576,5,4,9
42,38106,1,1,9
25,68309,2,7,23
37,39461,2,1,20
29,17289,3,1,18
30,71710,5,12,33
30,102112,2,1,19
25,541764,2,8,28
31,1121832,3,23,21
31,6183,4,1,15
33,282311,2,4,18
32,25728,2,6,12
38,7363,3,4,9
39,28632,3,7,20
23,26460,3,4,26
38,5389,2,1,19
22,15825,4,1,16
36,83457,3,10,15
36,12226,3,2,12
18,15779,2,15,16
32,503715,3,10,18
28,9705,-1,1,18
25,11562,-2,1,15
42,428226,1,2,15
26,34898,2,7,24
25,185945,2,13,12
32,103948,3,1,23
37,11154,4,2,22
30,38929,4,3,18
41,103537,4,1,8
36,179239,2,6,21
18,6976,2,5,22
27,11209,3,3,21
27,83637,4,5,17
35,4787,5,3,19
18,3945,2,3,17
52,711908,3,2,11
36,429296,3,6,21
33,790777,4,4,16
41,94267,-1,1,12
50,64177,3,1,15
38,23003,4,1,18
39,21067,3,1,21
33,759613,5,4,11
30,143625,2,2,23
28,97729,1,4,19
25,32526,3,3,13
26,145476,2,6,17
21,70414,3,10,20
31,242504,1,5,11
18,2885,5,1,13
33,21798,4,1,14
31,9711,3,1,17
33,62928,3,4,19
27,8804,1,1,18
56,913963,1,3,12
42,232455,1,17,20
22,21159,4,1,15
33,246113,3,23,37
27,105788,4,15,23
23,264336,3,14,25
21,32539,2,15,29
35,3737,4,1,18
26,4240,3,1,16
39,2790,1,1,21
39,29497,4,1,9
42,107031,4,3,16
25,104249,4,14,20
35,46428,4,2,6
37,48092,2,2,13
28,159746,4,9,19
25,9408,4,1,24
44,215439,4,3,17
33,379356,3,2,19
37,1012994,2,15,26
25,532317,2,5,18
22,29718,4,8,21
27,11852,2,1,11
31,1655212,1,21,27
23,366609,3,3,20
31,523830,2,9,27
18,93396,3,24,24
23,59357,5,5,22
37,298390,2,5,21
36,16414,2,1,15
28,38345,3,3,16
23,70588,3,15,23
23,19656,5,1,11
29,206729,-2,19,26
37,695246,2,8,22
39,15734,4,4,20
28,36663,3,6,21
22,92340,3,1,19
34,11476,4,1,11
25,43237,1,2,22
27,5816,3,3,12
42,1064801,4,19,17
38,328546,1,3,9
33,24627,3,5,20
21,10764,2,1,16
33,165522,3,10,17
40,308649,1,6,20
28,188570,3,4,12
42,154127,3,23,17
42,632719,1,17,16
45,1800070,2,8,20
34,2833488,1,20,25
36,414795,3,6,17
43,370287,2,14,12
35,1372385,3,4,18
27,114701,3,1,11
28,1143545,1,41,44
33,34740,4,1,10
21,23063,1,2,18
30,10688,4,1,12
40,81497,-1,3,10
18,30981,2,2,15
44,225420,4,7,21
40,307078,3,45,43
28,53464,3,1,20
36,1120957,2,12,25
32,6180,3,1,15
41,29891,3,1,20
39,533504,2,8,27
20,50334,2,16,19
36,9485,4,1,13
30,357419,5,3,27
32,24167,3,1,23
26,127666,4,18,26
45,52885,4,2,15
40,287381,3,4,11
26,281997,3,18,27
21,163878,1,6,21
28,556820,3,21,24
35,585202,2,20,27
33,235935,4,4,14
42,112323,3,6,9
38,21462,3,2,13
39,1743425,4,37,26
34,45498,3,2,16
20,93451,3,12,16
30,225688,-2,3,12
40,370496,4,3,21
31,11075,4,1,18
36,161630,2,6,19
29,9686,3,2,22
23,20413,4,1,22
31,86943,5,2,13
34,13010,1,2,18
26,64753,4,5,20
30,95572,3,3,16
24,28589,4,1,12
40,4468826,4,6,20
29,307939,3,12,20
43,2963,4,6,24
44,152717,2,29,24
31,25249,2,1,19
23,80097,4,13,22
18,33189,2,5,21
20,37672,4,5,18
21,75246,4,5,19
43,126201,3,3,19
32,31776,2,3,16
35,54896,3,7,16
18,17524,3,1,17
22,33515,1,7,23
39,338276,2,10,26
34,179818,2,3,10
30,10862,2,1,12
36,7534,4,1,15
45,42189,1,1,22
30,17025,3,1,17
32,21217,3,1,15
33,45628,3,1,13
51,94776,5,2,11
18,17768,3,2,11
37,1050255,3,42,46
31,165041,1,38,31
36,75742,4,1,17
26,84275,2,1,20
31,36272,1,5,21
37,12843,3,1,26
56,601406,4,5,13
38,109811,3,4,14
25,117701,3,3,16
28,368813,1,13,22
28,78777,-1,14,22
18,1076502,3,35,37
29,154720,1,2,7
37,826270,1,17,26
21,1122802,3,6,23
40,27845,3,7,23
35,567341,1,18,32
26,269575,1,22,21
30,46623,3,10,20
44,495948,4,3,21
37,98184,1,5,16
32,153026,1,7,22
30,704794,3,14,26
32,20145,3,8,15
27,508268,3,3,23
18,1310506,-1,4,13
48,119942,4,1,17
33,437198,-2,20,27
35,30845,1,1,17
31,44032,1,6,15
26,1788047,3,16,25
30,320319,4,4,18
19,274599,3,12,15
50,517349,3,13,14
22,19124,3,1,11
23,56745,2,4,18
28,3620471,2,9,24
42,113570,4,4,17
32,95883,1,6,19
